Company Name,Supplier Type,Brand Name,Product Categories,Key Strength Sub Categories,Secondary Products,Country,Province,City,Town,Address,Primary Contact Name,Calling Number,Email,Current Status,Supplier Grade,Potential,Visited Factory?,Visit Remarks
test364,Manufacturer,Yinglima Supplier 5,Filteration,Vacuum Packers,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 3640 Industry Road,Mr. Manager 364,+86 13800000364,supplier364@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 364
test365,Trader,Yinglima Supplier 6,Pumps,Solvents,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 3650 Industry Road,Mr. Manager 365,+86 13800000365,supplier365@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 365
test366,Manufacturer,Yinglima Supplier 7,Machines,Band Sealer,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 3660 Industry Road,Mr. Manager 366,+86 13800000366,supplier366@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 366
test367,Trader,Yinglima Supplier 8,Food Ingredients,Citric Acid,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 3670 Industry Road,Mr. Manager 367,+86 13800000367,supplier367@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 367
test368,Manufacturer,Yinglima Supplier 9,Chemicals,Caustic Soda,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 3680 Industry Road,Mr. Manager 368,+86 13800000368,supplier368@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 368
test369,Trader,Yinglima Supplier 10,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 3690 Industry Road,Mr. Manager 369,+86 13800000369,supplier369@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 369
test370,Manufacturer,Yinglima Supplier 1,Filteration,Vacuum Packers,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 3700 Industry Road,Mr. Manager 370,+86 13800000370,supplier370@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 370
test371,Trader,Yinglima Supplier 2,Pumps,Solvents,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 3710 Industry Road,Mr. Manager 371,+86 13800000371,supplier371@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 371
test372,Manufacturer,Yinglima Supplier 3,Machines,Band Sealer,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 3720 Industry Road,Mr. Manager 372,+86 13800000372,supplier372@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 372
test373,Trader,Yinglima Supplier 4,Food Ingredients,Citric Acid,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 3730 Industry Road,Mr. Manager 373,+86 13800000373,supplier373@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 373
test374,Manufacturer,Yinglima Supplier 5,Chemicals,Caustic Soda,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 3740 Industry Road,Mr. Manager 374,+86 13800000374,supplier374@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 374
test375,Trader,Yinglima Supplier 6,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 3750 Industry Road,Mr. Manager 375,+86 13800000375,supplier375@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 375
test376,Manufacturer,Yinglima Supplier 7,Filteration,Vacuum Packers,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 3760 Industry Road,Mr. Manager 376,+86 13800000376,supplier376@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 376
test377,Trader,Yinglima Supplier 8,Pumps,Solvents,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 3770 Industry Road,Mr. Manager 377,+86 13800000377,supplier377@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 377
test378,Manufacturer,Yinglima Supplier 9,Machines,Band Sealer,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 3780 Industry Road,Mr. Manager 378,+86 13800000378,supplier378@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 378
test379,Trader,Yinglima Supplier 10,Food Ingredients,Citric Acid,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 3790 Industry Road,Mr. Manager 379,+86 13800000379,supplier379@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 379
test380,Manufacturer,Yinglima Supplier 1,Chemicals,Caustic Soda,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 3800 Industry Road,Mr. Manager 380,+86 13800000380,supplier380@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 380
test381,Trader,Yinglima Supplier 2,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 3810 Industry Road,Mr. Manager 381,+86 13800000381,supplier381@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 381
test382,Manufacturer,Yinglima Supplier 3,Filteration,Vacuum Packers,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 3820 Industry Road,Mr. Manager 382,+86 13800000382,supplier382@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 382
test383,Trader,Yinglima Supplier 4,Pumps,Solvents,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 3830 Industry Road,Mr. Manager 383,+86 13800000383,supplier383@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 383
test384,Manufacturer,Yinglima Supplier 5,Machines,Band Sealer,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 3840 Industry Road,Mr. Manager 384,+86 13800000384,supplier384@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 384
test385,Trader,Yinglima Supplier 6,Food Ingredients,Citric Acid,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 3850 Industry Road,Mr. Manager 385,+86 13800000385,supplier385@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 385
test386,Manufacturer,Yinglima Supplier 7,Chemicals,Caustic Soda,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 3860 Industry Road,Mr. Manager 386,+86 13800000386,supplier386@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 386
test387,Trader,Yinglima Supplier 8,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 3870 Industry Road,Mr. Manager 387,+86 13800000387,supplier387@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 387
test388,Manufacturer,Yinglima Supplier 9,Filteration,Vacuum Packers,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 3880 Industry Road,Mr. Manager 388,+86 13800000388,supplier388@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 388
test389,Trader,Yinglima Supplier 10,Pumps,Solvents,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 3890 Industry Road,Mr. Manager 389,+86 13800000389,supplier389@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 389
test390,Manufacturer,Yinglima Supplier 1,Machines,Band Sealer,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 3900 Industry Road,Mr. Manager 390,+86 13800000390,supplier390@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 390
test391,Trader,Yinglima Supplier 2,Food Ingredients,Citric Acid,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 3910 Industry Road,Mr. Manager 391,+86 13800000391,supplier391@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 391
test392,Manufacturer,Yinglima Supplier 3,Chemicals,Caustic Soda,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 3920 Industry Road,Mr. Manager 392,+86 13800000392,supplier392@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 392
test393,Trader,Yinglima Supplier 4,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 3930 Industry Road,Mr. Manager 393,+86 13800000393,supplier393@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 393
test394,Manufacturer,Yinglima Supplier 5,Filteration,Vacuum Packers,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 3940 Industry Road,Mr. Manager 394,+86 13800000394,supplier394@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 394
test395,Trader,Yinglima Supplier 6,Pumps,Solvents,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 3950 Industry Road,Mr. Manager 395,+86 13800000395,supplier395@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 395
test396,Manufacturer,Yinglima Supplier 7,Machines,Band Sealer,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 3960 Industry Road,Mr. Manager 396,+86 13800000396,supplier396@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 396
test397,Trader,Yinglima Supplier 8,Food Ingredients,Citric Acid,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 3970 Industry Road,Mr. Manager 397,+86 13800000397,supplier397@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 397
test398,Manufacturer,Yinglima Supplier 9,Chemicals,Caustic Soda,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 3980 Industry Road,Mr. Manager 398,+86 13800000398,supplier398@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 398
test399,Trader,Yinglima Supplier 10,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 3990 Industry Road,Mr. Manager 399,+86 13800000399,supplier399@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 399
test400,Manufacturer,Yinglima Supplier 1,Filteration,Vacuum Packers,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 4000 Industry Road,Mr. Manager 400,+86 13800000400,supplier400@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 400
test401,Trader,Yinglima Supplier 2,Pumps,Solvents,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 4010 Industry Road,Mr. Manager 401,+86 13800000401,supplier401@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 401
test402,Manufacturer,Yinglima Supplier 3,Machines,Band Sealer,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 4020 Industry Road,Mr. Manager 402,+86 13800000402,supplier402@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 402
test403,Trader,Yinglima Supplier 4,Food Ingredients,Citric Acid,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 4030 Industry Road,Mr. Manager 403,+86 13800000403,supplier403@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 403
test404,Manufacturer,Yinglima Supplier 5,Chemicals,Caustic Soda,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 4040 Industry Road,Mr. Manager 404,+86 13800000404,supplier404@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 404
test405,Trader,Yinglima Supplier 6,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 4050 Industry Road,Mr. Manager 405,+86 13800000405,supplier405@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 405
test406,Manufacturer,Yinglima Supplier 7,Filteration,Vacuum Packers,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 4060 Industry Road,Mr. Manager 406,+86 13800000406,supplier406@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 406
test407,Trader,Yinglima Supplier 8,Pumps,Solvents,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 4070 Industry Road,Mr. Manager 407,+86 13800000407,supplier407@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 407
test408,Manufacturer,Yinglima Supplier 9,Machines,Band Sealer,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 4080 Industry Road,Mr. Manager 408,+86 13800000408,supplier408@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 408
test409,Trader,Yinglima Supplier 10,Food Ingredients,Citric Acid,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 4090 Industry Road,Mr. Manager 409,+86 13800000409,supplier409@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 409
test410,Manufacturer,Yinglima Supplier 1,Chemicals,Caustic Soda,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 4100 Industry Road,Mr. Manager 410,+86 13800000410,supplier410@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 410
test411,Trader,Yinglima Supplier 2,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 4110 Industry Road,Mr. Manager 411,+86 13800000411,supplier411@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 411
test412,Manufacturer,Yinglima Supplier 3,Filteration,Vacuum Packers,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 4120 Industry Road,Mr. Manager 412,+86 13800000412,supplier412@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 412
test413,Trader,Yinglima Supplier 4,Pumps,Solvents,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 4130 Industry Road,Mr. Manager 413,+86 13800000413,supplier413@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 413
test414,Manufacturer,Yinglima Supplier 5,Machines,Band Sealer,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 4140 Industry Road,Mr. Manager 414,+86 13800000414,supplier414@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 414
test415,Trader,Yinglima Supplier 6,Food Ingredients,Citric Acid,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 4150 Industry Road,Mr. Manager 415,+86 13800000415,supplier415@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 415
test416,Manufacturer,Yinglima Supplier 7,Chemicals,Caustic Soda,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 4160 Industry Road,Mr. Manager 416,+86 13800000416,supplier416@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 416
test417,Trader,Yinglima Supplier 8,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 4170 Industry Road,Mr. Manager 417,+86 13800000417,supplier417@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 417
test418,Manufacturer,Yinglima Supplier 9,Filteration,Vacuum Packers,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 4180 Industry Road,Mr. Manager 418,+86 13800000418,supplier418@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 418
test419,Trader,Yinglima Supplier 10,Pumps,Solvents,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 4190 Industry Road,Mr. Manager 419,+86 13800000419,supplier419@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 419
test420,Manufacturer,Yinglima Supplier 1,Machines,Band Sealer,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 4200 Industry Road,Mr. Manager 420,+86 13800000420,supplier420@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 420
test421,Trader,Yinglima Supplier 2,Food Ingredients,Citric Acid,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 4210 Industry Road,Mr. Manager 421,+86 13800000421,supplier421@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 421
test422,Manufacturer,Yinglima Supplier 3,Chemicals,Caustic Soda,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 4220 Industry Road,Mr. Manager 422,+86 13800000422,supplier422@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 422
test423,Trader,Yinglima Supplier 4,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 4230 Industry Road,Mr. Manager 423,+86 13800000423,supplier423@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 423
test424,Manufacturer,Yinglima Supplier 5,Filteration,Vacuum Packers,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 4240 Industry Road,Mr. Manager 424,+86 13800000424,supplier424@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 424
test425,Trader,Yinglima Supplier 6,Pumps,Solvents,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 4250 Industry Road,Mr. Manager 425,+86 13800000425,supplier425@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 425
test426,Manufacturer,Yinglima Supplier 7,Machines,Band Sealer,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 4260 Industry Road,Mr. Manager 426,+86 13800000426,supplier426@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 426
test427,Trader,Yinglima Supplier 8,Food Ingredients,Citric Acid,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 4270 Industry Road,Mr. Manager 427,+86 13800000427,supplier427@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 427
test428,Manufacturer,Yinglima Supplier 9,Chemicals,Caustic Soda,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 4280 Industry Road,Mr. Manager 428,+86 13800000428,supplier428@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 428
test429,Trader,Yinglima Supplier 10,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 4290 Industry Road,Mr. Manager 429,+86 13800000429,supplier429@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 429
test430,Manufacturer,Yinglima Supplier 1,Filteration,Vacuum Packers,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 4300 Industry Road,Mr. Manager 430,+86 13800000430,supplier430@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 430
test431,Trader,Yinglima Supplier 2,Pumps,Solvents,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 4310 Industry Road,Mr. Manager 431,+86 13800000431,supplier431@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 431
test432,Manufacturer,Yinglima Supplier 3,Machines,Band Sealer,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 4320 Industry Road,Mr. Manager 432,+86 13800000432,supplier432@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 432
test433,Trader,Yinglima Supplier 4,Food Ingredients,Citric Acid,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 4330 Industry Road,Mr. Manager 433,+86 13800000433,supplier433@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 433
test434,Manufacturer,Yinglima Supplier 5,Chemicals,Caustic Soda,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 4340 Industry Road,Mr. Manager 434,+86 13800000434,supplier434@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 434
test435,Trader,Yinglima Supplier 6,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 4350 Industry Road,Mr. Manager 435,+86 13800000435,supplier435@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 435
test436,Manufacturer,Yinglima Supplier 7,Filteration,Vacuum Packers,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 4360 Industry Road,Mr. Manager 436,+86 13800000436,supplier436@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 436
test437,Trader,Yinglima Supplier 8,Pumps,Solvents,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 4370 Industry Road,Mr. Manager 437,+86 13800000437,supplier437@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 437
test438,Manufacturer,Yinglima Supplier 9,Machines,Band Sealer,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 4380 Industry Road,Mr. Manager 438,+86 13800000438,supplier438@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 438
test439,Trader,Yinglima Supplier 10,Food Ingredients,Citric Acid,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 4390 Industry Road,Mr. Manager 439,+86 13800000439,supplier439@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 439
test440,Manufacturer,Yinglima Supplier 1,Chemicals,Caustic Soda,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 4400 Industry Road,Mr. Manager 440,+86 13800000440,supplier440@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 440
